t,x_1,x_2,x_3,u_1,u_2,u_3
0.6575,-11.86800772756701,-15.805721852625672,26.214573455168605,0.0,0.0,0.0
0.66,-11.861077712852229,-15.913014159241929,26.461693118165744,0.0,0.0,0.0
0.6625,-12.028404100697628,-15.86877454097609,26.770744909267883,0.0,0.0,0.0
0.665,-12.249465175291265,-15.916485296605629,27.17736276148292,0.0,0.0,0.0
0.6675,-12.142779849998986,-15.854642596020813,27.361510405373597,0.0,0.0,0.0
0.67,-12.219239706412788,-15.85989381262543,27.542223549558678,0.0,0.0,0.0
0.6725,-12.530064787541804,-15.861976111032277,27.787530645520423,0.0,0.0,0.0
0.675,-12.59978169407946,-15.852643609388561,28.08928920637768,0.0,0.0,0.0
0.6775,-12.536173708623833,-15.63879495288901,28.639308240881928,0.0,0.0,0.0
0.68,-12.604604519000597,-15.630609216634598,28.93169293933343,0.0,0.0,0.0
0.6825,-12.583302346454738,-15.469253474881327,29.173340066325075,0.0,0.0,0.0
0.685,-12.792549460579393,-15.75183945623425,29.321557958527663,0.0,0.0,0.0
0.6875,-13.0756298164809,-15.45273513958161,29.689740384765564,0.0,0.0,0.0
0.6900000000000001,-12.835081536505761,-15.330953233319088,30.06094697521066,0.0,0.0,0.0
0.6925,-13.003196770034608,-15.044534139233294,30.376046705695085,0.0,0.0,0.0
0.6950000000000001,-13.159246297652112,-15.101280587086611,30.665504947180708,0.0,0.0,0.0
0.6975,-13.124975935506171,-14.667609216016768,30.76683947974959,0.0,0.0,0.0
0.7000000000000001,-13.170587743726628,-14.813487360175575,31.163448145998164,0.0,0.0,0.0
0.7025,-13.08367614686063,-14.61076343327874,31.36335131108478,0.0,0.0,0.0
0.705,-13.041970792323493,-14.49414270613487,31.810433597962106,0.0,0.0,0.0
0.7075,-13.28326847604463,-14.217881075250327,31.97814273971051,0.0,0.0,0.0
0.71,-13.2908534309424,-13.941684905409906,32.25829726203179,0.0,0.0,0.0
0.7125,-13.360613118650782,-13.886874792218645,32.452579946354724,0.0,0.0,0.0
0.715,-13.257352134071242,-13.774385409071966,32.70392796372098,0.0,0.0,0.0
0.7175,-13.260579095189101,-13.500951770899213,32.99077096597644,0.0,0.0,0.0
0.72,-13.286743461799205,-13.486829090855906,33.005073884821755,0.0,0.0,0.0
0.7225,-13.126252420404636,-13.228785151054975,33.34508844129743,0.0,0.0,0.0
0.725,-13.252921169194535,-12.618814312363899,33.66403820319673,0.0,0.0,0.0
0.7275,-13.31078188290501,-12.772255585716607,33.963757760982475,0.0,0.0,0.0
0.73,-13.36626373164599,-12.560876301656613,34.00437802829355,0.0,0.0,0.0
0.7325,-13.204767922517714,-12.372351831854939,34.3316733670547,0.0,0.0,0.0
0.735,-13.254039362497384,-11.943584199789361,34.32363862905652,0.0,0.0,0.0
0.7375,-13.27448262346763,-11.683259486573224,34.70781624091006,0.0,0.0,0.0
0.74,-13.070303758244043,-11.610826280419664,34.77167896291519,0.0,0.0,0.0
0.7425,-13.036426192709365,-11.420538834537789,34.83104423088431,0.0,0.0,0.0
0.745,-13.053487484572498,-11.142077124969223,34.99232278157285,0.0,0.0,0.0
0.7475,-13.011233509547468,-10.848344563180671,34.95427605422701,0.0,0.0,0.0
0.75,-12.994897804573643,-10.511800978508807,35.23409425405232,0.0,0.0,0.0
0.7525000000000001,-12.791030865007883,-10.22231829978457,35.27641646243191,0.0,0.0,0.0
0.755,-12.928891073965588,-10.068545015266183,35.517523838254505,0.0,0.0,0.0
0.7575000000000001,-12.580462190340935,-9.79279315831973,35.442342433122185,0.0,0.0,0.0
0.76,-12.707848419103787,-9.775393526755646,35.531935408099535,0.0,0.0,0.0
0.7625000000000001,-12.813596366771833,-9.448620423011564,35.5668120396949,0.0,0.0,0.0
0.765,-12.382753549987427,-9.014011959111151,35.58852799650946,0.0,0.0,0.0
0.7675000000000001,-12.517760824326293,-8.827460271314472,35.80325561553874,0.0,0.0,0.0
0.77,-12.428627265864465,-8.492254020427637,35.741032663091346,0.0,0.0,0.0
0.7725,-12.287024227060794,-8.284141000042077,35.84003883029215,0.0,0.0,0.0
0.775,-11.98354785473529,-8.086095600885535,35.90742692409893,0.0,0.0,0.0
0.7775,-12.198847593732046,-7.805277088227947,35.706161498994334,0.0,0.0,0.0
0.78,-12.028327295790882,-7.346865123431256,35.76184300201462,0.0,0.0,0.0
0.7825,-11.809718072816453,-7.392098756721289,35.71698952692702,0.0,0.0,0.0
0.785,-11.635409940922003,-7.030263101492332,35.77714798895026,0.0,0.0,0.0
0.7875,-11.660288261194461,-6.7310798920138115,35.70740212211679,0.0,0.0,0.0
0.79,-11.534050594823043,-6.445829824914478,35.64351254545748,0.0,0.0,0.0
0.7925,-11.441724852549267,-6.341176418671863,35.53715437507844,0.0,0.0,0.0
0.795,-11.281836690138999,-6.1560665119347675,35.636077976856974,0.0,0.0,0.0
0.7975,-11.033661661005704,-5.9406361734976505,35.55090737913298,0.0,0.0,0.0
0.8,-11.030530853812492,-5.687163010318901,35.26332354734547,0.0,0.0,0.0
0.8025,-10.647472567885268,-5.493080720299428,35.39317310621728,0.0,0.0,0.0
0.805,-10.638148756184222,-5.1582031895518865,35.29075484059842,0.0,0.0,0.0
