t,s,phi1,Ds,Dphi,u,DDs,DDphi
5.22933333333333,0.117175795428765,-1.03860205021325,-1.60169489612421,3.85728868174633,-33.0507351578163,-13.224270839168,48.8538285387781
5.23066666666667,0.115029251335676,-1.03341817416766,-1.61927172886571,3.92232314333473,-32.868129749522,-13.0789812626909,48.7070270813011
5.232,0.112859273198126,-1.02814732424397,-1.63664555419249,3.98715539782893,-32.6761808391932,-12.9294357708389,48.5492315630946
5.23333333333333,0.110666103809411,-1.0227896527103,-1.65380857993612,4.05177086316194,-32.4749848123543,-12.7756582323143,48.3801345572052
5.23466666666667,0.108449993745543,-1.01734531999676,-1.67075295306056,4.11615467085559,-32.2646286720976,-12.6176646385201,48.1994121962989
5.236,0.106211156583303,-1.01181434831691,-1.68747407706846,4.18030350997688,-32.0452190359505,-12.4554702677747,48.0067366666063
5.23733333333333,0.10394921690499,-1.00619480410546,-1.70401293630675,4.24437205766155,-31.8169070590638,-12.2889682625193,47.8015674562752
5.23866666666667,0.101664327245499,-1.0004864468071,-1.72037515012439,4.30837819402113,-31.5798855104257,-12.1181809408091,47.5835731084752
5.24,0.0993568819382334,-0.994689835772108,-1.73654942185097,4.37227793165798,-31.3343546229916,-11.9431848639244,47.3525143101201
5.24133333333333,0.0970272811665482,-0.988805563998232,-1.75252461934642,4.43602770445792,-31.0804818120305,-11.7640326648642,47.1081109389517
5.24266666666667,0.0946759309637509,-0.982834258130678,-1.76828977500102,4.49958436759026,-30.8183834285963,-11.5807417023829,46.8500201029412
5.244,0.0923032432131,-0.976776578462111,-1.78383408573542,4.5629051975078,-30.5481316063005,-11.3932981035223,46.5778411495307
5.24533333333333,0.0899096356478048,-0.970633218932656,-1.79914691300059,4.62594789194687,-30.2697678300212,-11.2016650156924,46.2911287650177
5.24666666666667,0.0874955318510245,-0.964404907129895,-1.8142177827779,4.6886705699273,-29.9833096236782,-11.0057866797705,45.9893990543989
5.248,0.0850613612558743,-0.958092404288881,-1.82903638557901,4.75103177175231,-29.6887576618568,-10.8055928174446,45.6721365833513
5.24933333333333,0.0826075591454155,-0.951696505292113,-1.84359257644599,4.81299045900875,-29.3861163362941,-10.6010114756834,45.3388178789624
5.25066666666667,0.0801345666526625,-0.945218038669555,-1.85787637495123,4.87450601456692,-29.0754183262869,-10.391984552513,44.9889413714735
5.252,0.0776428307605808,-0.938657866598631,-1.8718779651975,4.9355382425806,-28.7567305812182,-10.1784718902625,44.6220368885483
5.25333333333333,0.0751328043020853,-0.93201688490422,-1.8855876958179,4.99604736848713,-28.4301406320091,-9.96044307999462,44.2376516780341
5.25466666666667,0.0726049459600474,-0.925296023058672,-1.89899607997587,5.05599403900721,-28.0957394005533,-9.73786696222431,43.8353310841781
5.256,0.0700597202672843,-0.918496244181787,-1.91209379536525,5.11533932214518,-27.7536099645842,-9.51070475114517,43.414605325252
5.25733333333333,0.0674975976065663,-0.911618545040825,-1.92487168421019,5.17404470718881,-27.4038229600981,-9.27890726841214,42.9749837703582
5.25866666666667,0.064919054210615,-0.904663956050508,-1.93732075326522,5.23207210470939,-27.046431522279,-9.04241184704298,42.5159482503687
